restaurant_name,location,cuisines,estimated_cost_for_two,rating
FreshMenu,Central Bangalore,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450.0,3.6
Hotel Sai Renaissance,Whitefield,"South Indian, North Indian, Chinese",450.0,3.6
UBQ by Barbeque Nation,Whitefield,"North Indian, BBQ, Biryani, Kebab",450.0,3.6
Biryani House,Whitefield,"Biryani, North Indian",450.0,3.6
Dinepost 9,Whitefield,"North Indian, Chinese, Biryani",450.0,3.6
The Good Bowl,Banashankari,"Italian, North Indian, Biryani",500.0,3.6
Chilli Flakes,Banashankari,"Fast Food, Italian, Beverages",500.0,3.6
Grow Fit,JP Nagar,"Healthy Food, North Indian, Thai",500.0,3.6
Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",500.0,3.6
Brew Point,JP Nagar,"Cafe, American, Burger, Sandwich, Fast Food",500.0,3.6
New Kabab Zone,Bannerghatta Road,"North Indian, Chinese, Biryani, Rolls",500.0,3.6
Dine One One Restaurant,Bannerghatta Road,"South Indian, Continental, North Indian",500.0,3.6
Pizza Paradise,JP Nagar,Pizza,500.0,3.6
Lalchee's Rasoi,Bannerghatta Road,"North Indian, Chinese",500.0,3.6
Smoke-A-Pot,JP Nagar,"Biryani, North Indian, Rolls",500.0,3.6
McDonald's,Basavanagudi,"Burger, Fast Food",500.0,3.6
The Good Bowl,Sarjapur Road,"Italian, North Indian, Biryani",500.0,3.6
Matka,HSR,"North Indian, Biryani",500.0,3.6
Appetite Workstation,Sarjapur Road,"North Indian, Chinese, Biryani",500.0,3.6
Atithi Family Bar & Restaurant,Bellandur,"North Indian, South Indian, Andhra",500.0,3.6
Cake Delights,Sarjapur Road,"Bakery, Desserts",500.0,3.6
Kabab Souq,Richmond Road,"Kebab, North Indian, Arabian, Chinese",500.0,3.6
The Good Bowl,Vasanth Nagar,"Italian, North Indian, Biryani",500.0,3.6
YumYumDilli,Indiranagar,North Indian,500.0,3.6
The Adukkala Restaurant,Brigade Road,Kerala,500.0,3.6
In Wok,Richmond Road,Chinese,500.0,3.6
Masala Oota,Residency Road,"South Indian, Biryani",500.0,3.6
AKS Family Dhaba And Restaurant,Marathahalli,"North Indian, Mughlai, South Indian",500.0,3.6
Biryani Lakhnawi,Marathahalli,"Lucknowi, Biryani",500.0,3.6
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Whitefield,Continental,500.0,3.6
Pita Pocket Factory,Brookefield,"Mediterranean, Continental, Italian, Burger",500.0,3.6
Mr Manchurian,Marathahalli,"Chinese, Momos",500.0,3.6
Chef in,Brookefield,"Biryani, North Indian, Chinese",500.0,3.6
De Street Cafe,BTM,Cafe,500.0,3.6
Cafe Hush,BTM,"Cafe, Fast Food",500.0,3.6
The Yellow Tuk-Tuk Cafe,Koramangala 5th Block,"Cafe, Continental, Beverages",500.0,3.6
Thalis Of India,Koramangala 7th Block,"South Indian, North Indian, Beverages",500.0,3.6
Meat And Eat,Koramangala 7th Block,"Fast Food, Burger",500.0,3.6
Call A Cake,BTM,Bakery,500.0,3.6
Mustard Food Court,Koramangala 3rd Block,"North Indian, Chinese",500.0,3.6
Shaap,Koramangala 5th Block,"Kerala, Seafood",500.0,3.6
Cochin Connection,Koramangala 6th Block,"Kerala, South Indian",500.0,3.6
Sai Mango Tree,BTM,"Biryani, Hyderabadi, Chinese",500.0,3.6
Swad 'E' Punjab,HSR,"North Indian, Chinese, Mughlai",500.0,3.6
Late Night,BTM,"North Indian, Chinese",500.0,3.6
Hungry Bowl,Koramangala 5th Block,"North Indian, Chinese, Italian",500.0,3.6
Queen Pearls,Ejipura,Pizza,500.0,3.6
Mayur,BTM,"Andhra, North Indian, Chinese",500.0,3.6
Seekers Cafe,BTM,"Italian, Continental",500.0,3.6
McDonald's,BTM,"Burger, Fast Food",500.0,3.6
Swad 'E' Punjab,Electronic City,"North Indian, Chinese, Mughlai",500.0,3.6
Bangalore Agarwal Bhavan,Electronic City,"North Indian, Street Food, Mithai, Chinese",500.0,3.6
Thanima Garden Restaurant,Electronic City,"North Indian, Chinese, Kerala",500.0,3.6
Salt N Pepper,Electronic City,"North Indian, Chinese",500.0,3.6
Eden Huts Dhaba,Electronic City,"Chinese, North Indian",500.0,3.6
Delhi's Essence,Electronic City,North Indian,500.0,3.6
Chote Miya,Frazer Town,"Mughlai, Biryani, Rolls",500.0,3.6
UBCR Cafe & Resto,HSR,"Cafe, Burger, Continental, Chinese",500.0,3.6
The Good Bowl,Koramangala 1st Block,"Italian, North Indian, Biryani",500.0,3.6
Krutunga,HSR,"Andhra, Biryani",500.0,3.6
Sweet Chariot,Koramangala 1st Block,"Bakery, Fast Food",500.0,3.6
Luo Han,HSR,"Chinese, Thai",500.0,3.6
Rayaan's Restaurant,HSR,"North Indian, Chinese, Arabian",500.0,3.6
Kerala Vibes,Jeevan Bhima Nagar,Kerala,500.0,3.6
Bowlful,Domlur,North Indian,500.0,3.6
Krish Punjabi Kitchen,Thippasandra,North Indian,500.0,3.6
Keto Kitchen,Koramangala 7th Block,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0,3.6
Marhaba,Bannerghatta Road,"Arabian, Mediterranean, North Indian",500.0,3.6
Moksha,Kanakapura Road,"Chinese, North Indian, Mughlai",500.0,3.6
A1 Garam Masala,Kanakapura Road,"North Indian, Andhra, Chinese",500.0,3.6
Thalis Of India,Hennur,"South Indian, North Indian, Beverages",500.0,3.6
Bhavani Restaurant,Banaswadi,"Mughlai, North Indian, Chinese",500.0,3.6
